Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARDM,Aradigm Corporation,1.33,$20.1M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,1.21,$79.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,Aratana Therapeutics Inc.,6.13,$263.6M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,4.625,$254.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,ARC Group Worldwide Inc.,2.4,$43.61M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,ARCA biopharma Inc.,1.1,$15.84M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,Arcadia Biosciences Inc.,0.41,$17.49M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,29.85,$767.33M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,91.53,$11.97B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,25.16,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.64,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
APLP,Archrock Partners L.P.,13.72,$899.77M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,Ardelyx Inc.,5.65,$268.07M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,Arena Pharmaceuticals Inc.,23.81,$933.83M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,15.96,$6.8B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,20.963,$563.3M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx
AGII,Argo Group International Holdings Ltd.,56.5,$1.7B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,Argo Group International Holdings Ltd.,25.1,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,Argos Therapeutics Inc.,0.207,$11.38M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARKR,Ark Restaurants Corp.,22.7967,$78.09M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,3.4,$89.85M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,ArQule Inc.,1.18,$83.98M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,10.27,$1.76B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,26.53,$4.98B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,Arrow DWA Tactical ETF,11.15,$7.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,31.6,$426.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,Arrowhead Pharmaceuticals Inc.,3.31,$247.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,Artesian Resources Corporation,37.72,$346.59M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,Art&#39;s-Way Manufacturing Co. Inc.,2.1,$8.74M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,ASB Bancorp Inc.,43.5,$164.78M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,Ascena Retail Group Inc.,2.08,$405.68M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,27.48,$893.17M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,Ascent Capital Group Inc.,9.4,$116.14M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.95,$40.77M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,160.86,$69.26B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,6.91,$94.06M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/aspu
AZPN,Aspen Technology Inc.,63.66,$4.65B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,Assembly Biosciences Inc.,28.47,$494.37M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,Asta Funding Inc.,7.55,$50.01M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,Astec Industries Inc.,48.04,$1.11B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,26.84,$770.34M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,AstroNova Inc.,13.3,$89.67M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,0.7,$14.4M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,10.5,$130.42M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASV,ASV Holdings Inc.,8.08,$79.18M,2017,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,4.63,$112.24M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,Atara Biotherapeutics Inc.,15.05,$459.92M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,athenahealth Inc.,131.95,$5.27B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATNX,Athenex Inc.,18.88,$1.08B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnx
ATHX,Athersys Inc.,2.07,$235.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,9.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,0.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,10.11,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacu
AAPC,Atlantic Alliance Partnership Corp.,12.5,$46.09M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aapc
AAME,Atlantic American Corporation,3.45,$70.6M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,Atlantic Capital Bancshares Inc.,16.6,$425.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,8.07,$125.52M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,Atlantica Yield plc,20.71,$2.08B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,Atlanticus Holdings Corporation,2.38,$36.76M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,66.2,$1.67B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,Atlas Financial Holdings Inc.,16.9,$203.32M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
AFHBL,Atlas Financial Holdings Inc.,25.7592,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,34.49,$7.88B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,ATN International Inc.,55.69,$902.48M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,4.72,$57.4M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,0.485,$5.68M,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,AtriCure Inc.,20.54,$705.22M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,670.5,$1.24B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,6.51,$111.08M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,aTyr Pharma Inc.,3.05,$90.62M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,Auburn National Bancorporation Inc.,35.93,$130.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,Audentes Therapeutics Inc.,22.63,$628.76M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,6.93,$224.61M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,6.9,$576.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.6886,$30.53M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,Autobytel Inc.,7.51,$95.55M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,Autodesk Inc.,114.05,$25B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,Automatic Data Processing Inc.,108.92,$48.4B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,Avadel Pharmaceuticals plc,8.96,$359.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
ATXI,Avenue Therapeutics Inc.,6,$60.25M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atxi
AVEO,AVEO Pharmaceuticals Inc.,3.99,$472.05M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,AveXis Inc.,93.3,$2.98B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,Aviat Networks Inc.,16.71,$88.82M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,Avid Technology Inc.,4.5,$185.08M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,Avinger Inc.,0.318,$7.6M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,Aviragen Therapeutics Inc.,0.62,$23.96M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,Avis Budget Group Inc.,36.72,$3.03B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,9.9861,$386.96M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.32,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.3301,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,Aware Inc.,4.9,$106.47M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,Axar Acquisition Corp.,10,$85.06M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,Axar Acquisition Corp.,9.98,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,Axar Acquisition Corp.,0.08,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,Axcelis Technologies Inc.,21.4,$668.19M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,AxoGen Inc.,18.15,$603.31M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AAXN,Axon Enterprise Inc.,21.5,$1.14B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn
AXON,Axovant Sciences Ltd.,21.08,$2.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AXSM,Axsome Therapeutics Inc.,4.9,$115.69M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,8,$309.24M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,AzurRx BioPharma Inc.,4.49,$50.43M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,14.49,$433.09M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,B. Riley Financial Inc.,16.35,$431.9M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
RILYL,B. Riley Financial Inc.,25.7409,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
RILYZ,B. Riley Financial Inc.,25.53,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,1.73,$5.29M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BIDU,Baidu Inc.,233.18,$80.86B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,74.77,$2.39B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,Baldwin & Lyons Inc.,21.6,$326.63M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,Baldwin & Lyons Inc.,21.3,$322.1M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,Ballard Power Systems Inc.,3.45,$604.33M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,48.7,$3.1B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.1,$27.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,Bancorp 34 Inc.,14.25,$48.99M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,Bank Mutual Corporation,8.8,$404.2M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),10,$162.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,63.4,$390.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,47.84,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,17.4656,$86.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,Bank of the James Financial Group Inc.,15.8,$69.18M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,40.35,$5.17B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,15.81,$287.39M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,Bankwell Financial Group Inc.,33.58,$258.04M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,53.33,$1.77B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,31.12,$1.69B,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,Barclays Inverse US Treasury Composite ETN,19.6773,$13.38M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.4857,$49.81M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.26,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.7,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.1382,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,Barrett Business Services Inc.,53.48,$390.16M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,Bassett Furniture Industries Incorporated,35.3,$378.58M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,Bay Bancorp Inc.,7.85,$84.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,Bazaarvoice Inc.,4.7,$402.28M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,BCB Bancorp Inc. (NJ),13.8,$155.95M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,Beacon Roofing Supply Inc.,49.18,$2.97B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,Bear State Financial Inc.,10.26,$386.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,Beasley Broadcast Group Inc.,10.8,$310.91M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,bebe stores inc.,5.13,$41.52M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,27.645,$4B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,BeiGene Ltd.,74.81,$3.39B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,23.65,$284.84M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,26.3,$316.75M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,Bellerophon Therapeutics Inc.,1.14,$40.48M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,Bellicum Pharmaceuticals Inc.,10.39,$345.22M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,Beneficial Bancorp Inc.,14.55,$1.1B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,Benefitfocus Inc.,30.65,$955.66M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,2.09,$21.44M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.37,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BYSI,BeyondSpring Inc.,36.5,$833.84M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi
BGCP,BGC Partners Inc.,12.86,$3.68B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,7.95,$173.89M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,Bioanalytical Systems Inc.,1.51,$12.44M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,0.65,$10.86M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,Biocept Inc.,1.32,$39.93M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,BioCryst Pharmaceuticals Inc.,5.97,$480.16M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,BioDelivery Sciences International Inc.,3,$166.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,323.9,$68.48B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BKYI,BIO-key International Inc.,3.18,$20.67M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bkyi
BIOL,Biolase Inc.,0.59,$44.83M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,BioLife Solutions Inc.,4.72,$62.44M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,BioLineRx Ltd.,1.05,$109.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,90.43,$15.85B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMRA,Biomerica Inc.,2.706,$23.03M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
BVXV,BiondVax Pharmaceuticals Ltd.,8.05,$36.14M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,2.1,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
BPTH,Bio-Path Holdings Inc.,0.315,$31.52M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
BIOP,Bioptix Inc,3.9,$21.08M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/biop
BIOS,BioScrip Inc.,2.84,$362.03M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,46.39,$332.35M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
